n,cpu,cuda,openCL
42,0.2655801773071289,0.03301835060119629,0.18085002899169922
43,0.2749636173248291,0.03398537635803223,0.18215608596801758
44,0.278623104095459,0.03473186492919922,0.18714308738708496
45,0.2879064083099365,0.03576183319091797,0.19135046005249023
46,0.30138301849365234,0.03640460968017578,0.20378422737121582
47,0.29951024055480957,0.03694653511047363,0.20114517211914062
48,0.30025410652160645,0.03908872604370117,0.20393586158752441
49,0.3116724491119385,0.03830718994140625,0.20839309692382812
50,0.3072197437286377,0.03891134262084961,0.21268892288208008
51,0.31932830810546875,0.040811777114868164,0.21836209297180176
52,0.3309493064880371,0.040543556213378906,0.2198653221130371
53,0.3312265872955322,0.0408627986907959,0.22515153884887695
54,0.33418941497802734,0.04318737983703613,0.23000431060791016
55,0.350360631942749,0.04283499717712402,0.2337508201599121
56,0.3579578399658203,0.04361701011657715,0.24036812782287598
57,0.3612210750579834,0.04438424110412598,0.24354243278503418
58,0.36253905296325684,0.04445767402648926,0.24652719497680664
59,0.374190092086792,0.046097755432128906,0.25058722496032715
60,0.37828969955444336,0.0464940071105957,0.25516438484191895
61,0.3851292133331299,0.04703354835510254,0.2592604160308838
62,0.3883941173553467,0.04823493957519531,0.26504969596862793
63,0.40268659591674805,0.04830288887023926,0.2682921886444092
64,0.4012887477874756,0.04879450798034668,0.2732968330383301
65,0.40467309951782227,0.049419403076171875,0.2764012813568115
66,0.4138927459716797,0.0509183406829834,0.28076720237731934
67,0.4138157367706299,0.05144357681274414,0.28415393829345703
68,0.42658066749572754,0.05212831497192383,0.2909398078918457
69,0.4313795566558838,0.0532526969909668,0.3028085231781006
70,0.44045257568359375,0.05364251136779785,0.30046796798706055
71,0.437772274017334,0.05473637580871582,0.3030731678009033
72,0.4503188133239746,0.054259538650512695,0.30695104598999023
73,0.45928359031677246,0.05542874336242676,0.30976223945617676
74,0.46239614486694336,0.05704855918884277,0.3151717185974121
75,0.4651060104370117,0.0574343204498291,0.3182816505432129
76,0.48103761672973633,0.05855154991149902,0.3290739059448242
77,0.47670435905456543,0.05881381034851074,0.3277742862701416
78,0.484468936920166,0.058530569076538086,0.3307328224182129
79,0.4918344020843506,0.05899500846862793,0.3351774215698242
80,0.5081524848937988,0.06015753746032715,0.3392655849456787
81,0.5062868595123291,0.06032109260559082,0.35091233253479004
82,0.5147199630737305,0.061693429946899414,0.34874415397644043
83,0.5151331424713135,0.06353521347045898,0.3519747257232666
84,0.5256385803222656,0.06265449523925781,0.3597118854522705
85,0.5250864028930664,0.06390810012817383,0.3604600429534912
86,0.5393929481506348,0.0637824535369873,0.36756086349487305
87,0.5486037731170654,0.06553483009338379,0.369797945022583
88,0.5469532012939453,0.06715703010559082,0.3735167980194092
89,0.5563821792602539,0.06628131866455078,0.38052916526794434
90,0.5694196224212646,0.06800079345703125,0.3829472064971924
91,0.5734481811523438,0.06990647315979004,0.38745784759521484
92,0.5872962474822998,0.06831932067871094,0.3922767639160156
93,0.5784862041473389,0.06905388832092285,0.39502406120300293
94,0.5973269939422607,0.06970477104187012,0.39872074127197266
95,0.5937533378601074,0.07200407981872559,0.4072146415710449
96,0.6034512519836426,0.07248497009277344,0.4172968864440918
97,0.6052255630493164,0.07168316841125488,0.414900541305542
98,0.6193575859069824,0.07451558113098145,0.4159729480743408
99,0.6175472736358643,0.07409882545471191,0.41997599601745605
100,0.623744010925293,0.07448458671569824,0.4242515563964844
101,0.6349301338195801,0.07518506050109863,0.43525004386901855
102,0.634880542755127,0.07581329345703125,0.43401193618774414
103,0.6448018550872803,0.07641124725341797,0.43806910514831543
104,0.6537106037139893,0.07686519622802734,0.44141316413879395
105,0.6567511558532715,0.07816696166992188,0.460094690322876
106,0.669792890548706,0.07837462425231934,0.45249414443969727
107,0.6693713665008545,0.07875418663024902,0.457303524017334
108,0.6740450859069824,0.08035540580749512,0.45995664596557617
109,0.6810619831085205,0.08235955238342285,0.4671032428741455
110,0.676140308380127,0.0809781551361084,0.46969175338745117
111,0.6964108943939209,0.08157086372375488,0.4790055751800537
112,0.6999881267547607,0.0848851203918457,0.47782206535339355
113,0.7005336284637451,0.08517217636108398,0.4842793941497803
114,0.7058918476104736,0.08423018455505371,0.4872629642486572
115,0.7198026180267334,0.08518266677856445,0.4884176254272461
116,0.7289457321166992,0.08580470085144043,0.4942646026611328
117,0.733518123626709,0.0894770622253418,0.5100150108337402
118,0.7357947826385498,0.08678889274597168,0.5019171237945557
119,0.7465159893035889,0.0895853042602539,0.5059046745300293
120,0.7495288848876953,0.08884763717651367,0.5117299556732178
121,0.7613697052001953,0.08854317665100098,0.5224173069000244
122,0.7618856430053711,0.09076213836669922,0.5196387767791748
123,0.7649784088134766,0.0911567211151123,0.5249249935150146
124,0.7729504108428955,0.09270286560058594,0.527327299118042
125,0.7783434391021729,0.09196066856384277,0.5339312553405762
126,0.795011043548584,0.09226298332214355,0.5368072986602783
127,0.7891454696655273,0.09328103065490723,0.5397014617919922
128,0.8024117946624756,0.09415125846862793,0.5580699443817139
129,0.8031988143920898,0.09510970115661621,0.5489041805267334
130,0.8148362636566162,0.09538483619689941,0.5542047023773193
131,0.8174195289611816,0.09663534164428711,0.5568346977233887
132,0.8314592838287354,0.0965125560760498,0.5657849311828613
133,0.8361146450042725,0.09838247299194336,0.5698869228363037
134,0.8357880115509033,0.09879708290100098,0.5712325572967529
135,0.8512372970581055,0.09895730018615723,0.5828707218170166
136,0.8478891849517822,0.09936165809631348,0.5823709964752197
137,0.8528873920440674,0.10022091865539551,0.5817701816558838
138,0.8687694072723389,0.10332632064819336,0.5890438556671143
139,0.8663852214813232,0.10230731964111328,0.5960292816162109
140,0.8815269470214844,0.10259675979614258,0.5965957641601562
141,0.9051847457885742,0.10394930839538574,0.6046862602233887
142,0.8993659019470215,0.10800576210021973,0.6078131198883057
143,0.8894257545471191,0.10576057434082031,0.6104795932769775
144,0.8990743160247803,0.10687541961669922,0.6170260906219482
145,0.9186029434204102,0.10818171501159668,0.619065523147583
146,0.9115867614746094,0.10909628868103027,0.6240663528442383
147,0.9102194309234619,0.10982823371887207,0.6312284469604492
148,0.9308950901031494,0.10903120040893555,0.6324183940887451
149,0.9236481189727783,0.11227679252624512,0.6401538848876953
150,0.9225006103515625,0.1106112003326416,0.6435766220092773
151,0.9463150501251221,0.11221480369567871,0.6453654766082764
152,0.9558920860290527,0.11210966110229492,0.6497578620910645
153,0.9638078212738037,0.11369705200195312,0.6559865474700928
154,0.9739298820495605,0.11452341079711914,0.6594054698944092
155,0.9717710018157959,0.11393165588378906,0.662010669708252
156,0.9771385192871094,0.11458897590637207,0.6701614856719971
157,0.9900758266448975,0.11508941650390625,0.671097993850708
158,0.9897475242614746,0.11708426475524902,0.67753005027771
159,0.994365930557251,0.11920738220214844,0.6790740489959717
160,1.017164945602417,0.11785554885864258,0.6801595687866211
161,1.002056360244751,0.1179952621459961,0.6874322891235352
162,1.0197529792785645,0.11993026733398438,0.7011120319366455
163,1.022836446762085,0.12076759338378906,0.6950135231018066
164,1.0389518737792969,0.12082314491271973,0.7012143135070801
165,1.032674789428711,0.12237119674682617,0.7154362201690674
166,1.0407249927520752,0.12336182594299316,0.710759162902832
167,1.038731575012207,0.12459373474121094,0.7104208469390869
168,1.0522141456604004,0.12249016761779785,0.7204861640930176
169,1.0570321083068848,0.1229701042175293,0.7209093570709229
170,1.0589361190795898,0.12491822242736816,0.725682258605957
171,1.079371690750122,0.12463021278381348,0.7287383079528809
172,1.0769147872924805,0.12630796432495117,0.7362053394317627
173,1.080754041671753,0.12714147567749023,0.7489683628082275
174,1.0869338512420654,0.1265575885772705,0.7401306629180908
175,1.090047836303711,0.12861871719360352,0.7469296455383301
176,1.1097707748413086,0.12810206413269043,0.7487583160400391
177,1.1082963943481445,0.12909746170043945,0.7592694759368896
178,1.1062548160552979,0.12964081764221191,0.7692961692810059
179,1.1191699504852295,0.1300334930419922,0.763139009475708
180,1.1291754245758057,0.13365459442138672,0.7681858539581299
181,1.1377897262573242,0.13277268409729004,0.7743387222290039
182,1.14111328125,0.13398504257202148,0.779259204864502
183,1.1415901184082031,0.13379192352294922,0.7914414405822754
184,1.1532115936279297,0.13585448265075684,0.7884018421173096
185,1.149183750152588,0.13554883003234863,0.7876725196838379
186,1.1761746406555176,0.1348416805267334,0.7947285175323486
187,1.161787509918213,0.13734793663024902,0.7978293895721436
188,1.1765930652618408,0.1388845443725586,0.8080530166625977
189,1.1624464988708496,0.13735079765319824,0.8062329292297363
190,1.1874470710754395,0.13943195343017578,0.8140349388122559
191,1.1957521438598633,0.13894891738891602,0.8149759769439697
192,1.1962237358093262,0.14131474494934082,0.8191511631011963
193,1.219649076461792,0.14163875579833984,0.8226897716522217
194,1.235487699508667,0.14348578453063965,0.8272926807403564
195,1.2324278354644775,0.1410989761352539,0.8390393257141113
196,1.2253470420837402,0.14185237884521484,0.8377046585083008
197,1.2474184036254883,0.14374899864196777,0.8523023128509521
198,1.2447478771209717,0.1460261344909668,0.8427631855010986
199,1.2438931465148926,0.14628815650939941,0.8491005897521973
